road_key,road_id,nomor_ruas,canonical_name,display_name,source_ml_row_id,source_ml_name,norm_panjang_ruas,norm_lebar_ruas,norm_kondisi_sedang,norm_rusak_ringan,norm_rusak_berat,norm_permukaan_aspal_penmac,norm_permukaan_beton,norm_penduduk_dilayani,norm_desa_dilalui,norm_kecamatan_dilalui,norm_koneksi_jalan_provinsi,norm_koneksi_jalan_nasional,norm_jarak_rsud_cost,norm_jarak_puskesmas_cost,norm_jarak_sd_smp_cost,norm_jarak_pasar_cost,norm_jarak_ibukota_kabupaten_cost,label_top105
HSS-KAB-346,5840f213-71b5-5b8b-87b0-0cd0aa3489ad,346,Jl. Angkakai - Ds. Amawang Kiri,Angkakai - Ds. Amawang Kiri,280,Angkakai - Ds. Amawang Kiri,0.01994134897360704,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.07238605898123325,0.0,0.0,0.0,0.0,0.881140406497504,0.8503603900692515,0.9390835847206187,0.9867919238828793,0.9127612585219089,0
HSS-KAB-178,f9fb610c-66bd-5d6b-99aa-946bd8309439,178,Angkinang - Kayu Abang - Panggang Hijau,Angkinang - Kayu Abang - Panggang Hijau,18,Angkinang - Kayu Abang - Panggang Hijau,0.40703812316715543,0.0,0.1428571428571428,0.1428571428571428,0.48571428571428577,0.77142852978565,0.0,0.265638963360143,0.25,0.0,0.0,1.0,0.718262413391591,0.7736891694539973,0.8720221469094882,0.9881899529931472,0.7836315334634958,1
HSS-KAB-175,fb1c51a8-83d4-5145-bba5-69916b462224,175,Angkinang - Telaga Langsat,Angkinang - Telaga Langsat,32,Angkinang - Telaga Langsat,0.3237536656891496,0.0,0.1075268817204301,0.1075268817204301,0.0,0.9999999596911842,0.0,0.25603217158176944,0.5,0.5,0.0,1.0,0.7111977035081449,0.8746831865077496,0.9947363847404814,0.9920493288780654,0.7770935356186452,1
HSS-KAB-172,c94009bc-7e04-5885-8010-bbed388215a1,172,Angkinang Selatan - Tawia - Wawaran,Angkinang Selatan - Tawia - Wawaran,26,Angkinang Selatan - Tawia - Wawaran,0.34134897360703814,0.0,0.5102040816326531,0.18367346938775508,0.0,0.9999999265556957,0.0,0.3324396782841823,0.375,0.0,0.0,0.0,0.7343286335181748,0.786074339284873,0.7767805047608407,0.9901628249419494,0.7984999306511326,0
HSS-KAB-347,0eb1416a-1bf5-5dd2-8630-e73bbe698a2c,347,Jl. Anjiran Rantauan - Ds. Taniran Tengah,Anjiran Rantauan - Ds. Taniran Tengah,175,Anjiran Rantauan - Ds. Taniran Tengah,0.06744868035190615,0.045454545454545456,0.0,0.0,1.0,0.999999914492014,0.0,0.04546470062555853,0.0,0.0,0.0,1.0,0.804127229337914,0.8519103029160975,0.9411319255645352,0.9918737611145721,0.863094666538638,1
HSS-KAB-097,2d3af059-f3d0-5a10-9aee-3b37df2fa9bf,097,Asam Cangkuk - Telaga Bidadari,Asam Cangkuk - Telaga Bidadari,212,Asam Cangkuk - Telaga Bidadari,0.04516129032258064,0.0,0.0,0.0,1.0,0.0,0.0,0.18453976764968721,0.25,1.0,0.0,0.0,0.9529173055417853,0.8597352428510858,0.8929400518913013,0.9916016310811576,0.9412497732825487,1
HSS-KAB-348,fa677f1f-7b6c-5a16-93c6-c173c21808c4,348,Jl. Asam Duhat - Ds. Pantai Ulin,Asam Duhat - Ds. Pantai Ulin,183,Asam Duhat - Ds. Pantai Ulin,0.06158357771260997,0.045454545454545456,0.0,0.0,1.0,0.0,0.0,0.06367292225201072,0.0,0.0,0.0,0.0,0.7453453384212771,0.8045602298958873,0.9338447978349658,0.9876454097525061,0.8511218512946901,0
HSS-KAB-123,37db58e5-7b11-5701-be57-10ad59d6b663,123,Asam Seranggan - Asam Tamiyang,Asam Seranggan - Asam Tamiyang,194,Asam Seranggan - Asam Tamiyang,0.056304985337243395,0.0,0.0,0.0,1.0,0.0,0.0,0.07361483467381591,0.125,0.0,0.0,0.0,0.8103019333417876,0.7666650963395676,0.8783657964321627,0.9790026618338336,0.739101025296333,0
HSS-KAB-238,3674647f-78a4-5e1e-bd71-2966eb95057c,238,Jl. At-Taubah - Ds. Kapuh,At-Taubah - Ds. Kapuh,267,At-Taubah - Ds. Kapuh,0.024046920821114367,0.0,0.0,0.0,0.0,0.9999999485548028,0.0,0.06076854334226988,0.0,0.0,0.0,0.0,0.9155140014526003,0.8565506194940407,0.9344655071816071,0.9927343263295011,0.8965827011917337,0
HSS-KAB-343,5c7d3072-227d-5177-b4a8-d5dc58ee69b5,343,Jl. Badaun - Ds. Bjayau Lama,Badaun - Ds. Bjayau Lama,78,Badaun - Ds. Bjayau Lama,0.1782991202346041,0.0,0.0,0.0,1.0,0.0,0.0,0.032171581769437,0.0,0.0,0.0,0.0,0.8539514185909778,0.8744287935176898,0.9240251759710998,0.9908305487908479,0.8239200247522112,0
HSS-KAB-249,25fb5573-87a9-5852-96e3-f0ce07e42e69,249,Bago Tanggul - Katilang - Teratai,Bago Tanggul - Katilang - Teratai,4,Bago Tanggul - Katilang - Teratai,0.5659824046920822,0.09090909090909091,0.10298661174047369,0.0,0.2520082389289392,0.7463439320622904,0.0,0.0918230563002681,0.375,0.0,0.0,0.0,0.5231136371496755,0.6317614359070994,0.9799386739165519,0.9710865379169734,0.5338454480470292,0
HSS-KAB-069,1b86fdcc-86ec-5a6b-ba6d-ad8ce546da97,069,Jl. Baiturrahim Parincahan,Baiturrahim Parincahan,158,Baiturrahim Parincahan,0.07976539589442815,0.0,0.2816901408450704,0.5633802816901409,0.1549295774647887,0.8450704024567669,0.0,0.193923145665773,0.0,0.0,0.0,1.0,0.8986407811761451,0.8771187638385075,0.8838156244956736,0.9924231183100187,0.9505617258265852,1
HSS-KAB-340,143eca14-15c1-554c-b41a-3d59aac6f461,340,Jl. Bajayau - Ds. Bajayau Tengah,Bajayau - Ds. Bajayau Tengah,14,Bajayau - Ds. Bajayau Tengah,0.4410557184750733,0.045454545454545456,0.0,0.02638522427440633,0.6569920844327177,0.23746700804096005,0.0,0.06657730116175156,0.125,0.0,0.0,0.0,0.5877128462895287,0.9260281716681584,0.8695144811490572,0.9897063487568669,0.8239200247522112,0
HSS-KAB-167,4f967d36-7605-58c3-a5b3-4dc919d00538,167,Bakarung - Rantauan,Bakarung - Rantauan,79,Bakarung - Rantauan,0.17419354838709675,0.045454545454545456,0.0,0.0,0.0,0.9999999554607544,0.0,0.2645218945487042,0.375,0.5,1.0,1.0,0.8081345615107043,0.8684317143260941,0.8074932032326543,0.9950376621170074,0.8668032305903189,0
HSS-KAB-169,9c35253d-af38-5b74-974b-67d708e9d933,169,Bakarung -Tabihi - Karang Jawa,Bakarung -Tabihi - Karang Jawa,48,Bakarung -Tabihi - Karang Jawa,0.2645161290322581,0.045454545454545456,1.0,0.0,0.0,0.9999999084557741,0.0,0.2935656836461126,0.375,0.5,0.0,1.0,0.8843107642291419,0.9269138361520705,0.9479721425645228,0.9924146230956561,0.9345368029105187,1
HSS-KAB-056,a9c5264a-bdc6-5ca2-a657-3f43c82aabc6,056,Bakarung Tengah - Karang Jawa,Bakarung Tengah - Karang Jawa,65,Bakarung Tengah - Karang Jawa,0.21759530791788856,0.045454545454545456,1.0,0.0,0.0,0.9999999510777157,0.0,0.18342269883824844,0.25,0.5,0.0,1.0,0.8958208920810228,0.913529938286145,0.9889389594428513,0.9932930282607464,0.9451909227666997,1
HSS-KAB-219,4adf2493-35c2-5cbd-a5da-4f3ca9e0b94a,219,Balaimas - Hanau,Balaimas - Hanau,101,Balaimas - Hanau,0.13313782991202344,0.045454545454545456,0.0,0.0,0.0,0.9999999787626161,0.0,0.113047363717605,0.125,0.0,0.0,0.0,0.79796405390761,0.7756630706176096,0.7996101945303092,0.9812519114232315,0.8141258308527777,0
HSS-KAB-251,5a0e8f10-fb31-557c-bd76-382faf574e7b,251,Balanti - (Ex. P3DT),Balanti - (Ex. P3DT),137,Balanti - (Ex. P3DT),0.09384164222873899,0.0,0.0,0.0,0.0,0.9999999661260248,0.0,0.032171581769437,0.125,0.0,0.0,0.0,0.659286842438985,0.9099825693691996,0.8726304420691967,0.98781021691114,0.659866210031047,0
HSS-KAB-256,d992f3da-3d54-5f47-8473-86912692c283,256,Balimau - Murung Dalam,Balimau - Murung Dalam,154,Balimau - Murung Dalam,0.08211143695014662,0.0,0.0,0.0,1.0,0.0,0.0,0.019213583556747096,0.0,0.0,0.0,0.0,0.5623937930159901,0.7120130023083808,0.7951038446736931,0.9759106869796681,0.5701970574742076,0
HSS-KAB-040,08ecba0a-2fa8-5a16-a810-2d8bd5b86ad1,040,Baluti - Jambu Hulu (Paku),Baluti - Jambu Hulu (Paku),61,Baluti - Jambu Hulu (Paku),0.23519061583577716,0.045454545454545456,1.0,0.0,0.0,0.9999999038411966,0.0,0.4066130473637176,0.25,0.5,0.0,1.0,0.9181978533796014,0.923620860225185,0.9928494283266918,0.9934983292745087,0.9497103351150658,1
HSS-KAB-191,71075970-4e1f-5f31-883c-2449ff248a16,191,Bamban (Tibung) - Martajiwa,Bamban (Tibung) - Martajiwa,239,Bamban (Tibung) - Martajiwa,0.03519061583577713,0.0,0.1515151515151515,0.0,0.8484848484848484,0.3030302746309118,0.0,0.04032618409294012,0.0,0.0,0.0,0.0,0.6949216633425946,0.935671550383945,0.9082343301925441,0.9900504049385512,0.7620309616020655,0
HSS-KAB-176,fe4653e9-8544-53f7-8b5e-fb91ba96a9c5,176,Bamban Selatan - Pakuan,Bamban Selatan - Pakuan,116,Bamban Selatan - Pakuan,0.1190615835777126,0.0,1.0,0.0,0.0,0.9999999870857497,0.0,0.1597408400357462,0.25,0.5,0.0,1.0,0.7132244267416792,0.8897536156781458,0.8614080170819212,0.9922982386588888,0.7789691557575563,1
HSS-KAB-189,3f1301e9-b2a9-5e2e-8812-2064107102e8,189,Bamban Selatan - Pakuan Balunan,Bamban Selatan - Pakuan Balunan,134,Bamban Selatan - Pakuan Balunan,0.0967741935483871,0.0,0.7017543859649122,0.0,0.0,0.9999999237102655,0.0,0.03451742627345845,0.0,0.0,0.0,1.0,0.6920141570883435,0.9039525133085222,0.8925924546571822,0.9896936059353231,0.7593402255438552,0
HSS-KAB-174,1ae6f596-32ea-5075-8d0b-b9fd5bf53ea4,174,Bamban Selatan - Tanggang - Panggang Hijau,Bamban Selatan - Tanggang - Panggang Hijau,70,Bamban Selatan - Tanggang - Panggang Hijau,0.2064516129032258,0.0,0.2793296089385475,0.027932960893854747,0.6927374301675977,0.2793295998127352,0.0,0.17817247542448614,0.25,0.0,0.0,1.0,0.7010064444726254,0.8613275545296085,0.7716782739314488,0.9869354930056068,0.767662089641413,0
HSS-KAB-181,fba82547-ce73-566f-a788-9fcbe07c453b,181,Bamban Tengah - Lok Nyiur,Bamban Tengah - Lok Nyiur,169,Bamban Tengah - Lok Nyiur,0.07038123167155425,0.045454545454545456,0.4761904761904761,0.1587301587301588,0.2063492063492064,0.7936507568153003,0.2063491990665396,0.1282394995531725,0.125,0.0,0.0,1.0,0.6905315825272939,0.9267018419936873,0.8845977182724417,0.9895112420003398,0.7579681848734117,0
HSS-KAB-177,e0ce9631-cbbe-5390-a672-355e62377076,177,Bamban Utara - Longawang,Bamban Utara - Longawang,112,Bamban Utara - Longawang,0.12023460410557184,0.045454545454545456,1.0,0.0,0.0,0.9999999957360531,0.0,0.16096961572832885,0.25,0.5,0.0,1.0,0.6625770973357467,0.9482640033919065,0.9724280908221916,0.9860780427026109,0.732097856586542,1
HSS-KAB-112,0c9496ea-4c8f-53d6-b03a-5fe21cb3d211,112,Jl. Bangga TMMD,Bangga TMMD,222,Bangga TMMD,0.042815249266862164,0.045454545454545456,0.0,1.0,0.0,0.9999999188568268,0.0,0.059204647006255585,0.0,0.0,0.0,0.0,0.9603832097854532,0.8334008573985962,0.8135513264558738,0.9904108852013366,0.9322749629250285,0
HSS-KAB-341,2fe8eb3a-dd78-57a5-82b3-e41bca1eea2e,341,Jl. Banua Hanyar - Ds. Tanjung Selor,Banua Hanyar - Ds. Tanjung Selor,31,Banua Hanyar - Ds. Tanjung Selor,0.32551319648093846,0.0,0.0,0.0,1.0,0.0,0.0,0.17627345844504022,0.125,0.5,0.0,0.0,0.8539514185909778,0.8744287935176898,0.9108971732896354,0.9908305487908479,0.8239200247522112,0
HSS-KAB-243,2ecdead4-08e6-5dd8-b278-bc46915b79a7,243,Jl. Banua Kambang - Ds. Wasah Tengah,Banua Kambang - Ds. Wasah Tengah,159,Banua Kambang - Ds. Wasah Tengah,0.07800586510263928,0.0,0.0,0.0,0.0,0.0,0.0,0.10265862377122431,0.125,0.0,0.0,1.0,0.9099572289920568,0.9321571583360814,0.8824997206807941,0.9925225123180609,0.9085704531148311,0
HSS-KAB-050,ee0db9ac-7d75-5395-8997-9439421885a6,050,Banyu Barau - Sei Kalang,Banyu Barau - Sei Kalang,114,Banyu Barau - Sei Kalang,0.11964809384164223,0.0,0.9999999999999997,0.0,0.0,0.9999999914314974,0.0,0.193923145665773,0.0,0.0,0.0,1.0,0.8960906607025513,0.8677203561501861,0.876913336561022,0.9918579033810954,0.94820173052097,1
HSS-KAB-046,9de2747a-0538-57e4-aa7f-8b1b9fce8994,046,Bariang - Getek,Bariang - Getek,172,Bariang - Getek,0.069208211143695,0.0,1.0,0.0,0.0,0.9999999383275133,0.0,0.1971626452189455,0.25,0.0,0.0,0.0,0.9163048615994743,0.8445705940547417,0.8854915397316053,0.9906207169960922,0.9379124923982972,1
HSS-KAB-075,4b05885e-fd28-5219-9de1-f058e2a7dae5,075,Bariang - Patigan,Bariang - Patigan,141,Bariang - Patigan,0.09208211143695014,0.0,0.6319018404907975,0.0,0.0,0.9999999489438158,0.0,0.1146112600536193,0.125,0.0,0.0,0.0,0.8989635812360937,0.8139445046403165,0.8886447432125433,0.9884909667553945,0.9218640975578529,0
HSS-KAB-125,e1874c39-42cc-50c0-b82d-59da78699126,125,Jl. Baru - Asam Desa Baru,Baru - Asam Desa Baru,162,Baru - Asam Desa Baru,0.07390029325513196,0.0,1.0,0.0,0.0,0.9999999062820087,0.0,0.06758266309204647,0.125,0.0,0.0,0.0,0.7610403384789199,0.8462288594714279,0.7906347373778755,0.9908438579600158,0.7477941725613204,0
HSS-KAB-339,7994301c-04fe-57b8-a41f-7369b5f3eecb,339,Jl. Baru - Ds. Bajayau,Baru - Ds. Bajayau,102,Baru - Ds. Bajayau,0.13313782991202344,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,0.021447721179624665,0.0,0.0,0.0,0.0,0.7461730900035739,0.7551938568803882,0.8066986952689534,0.9911321289007192,0.12360101996180473,0
HSS-KAB-130,1f0eea52-60bb-52a7-9d4c-eb4f6ab6d87e,130,Batang Kulur Kanan - Batang Kulur Kiri,Batang Kulur Kanan - Batang Kulur Kiri,215,Batang Kulur Kanan - Batang Kulur Kiri,0.04457478005865102,0.045454545454545456,0.0,0.0,1.0,0.0,0.0,0.03585790884718499,0.125,0.0,0.0,0.0,0.8533427099065033,0.9253168134922505,0.8513401114793987,0.9955977799173132,0.8332149068057912,0
HSS-KAB-129,8de6e6e4-568f-594d-ac38-e78c212c0a6b,129,Batang Kulur Kanan - Bumi Berkat (Jl. Kisung),Batang Kulur Kanan - Bumi Berkat (Jl. Kisung),143,Batang Kulur Kanan - Bumi Berkat (Kisung),0.09090909090909091,0.045454545454545456,0.0,0.0,1.0,0.37267078402482157,0.0,0.04345397676496872,0.125,0.0,0.0,0.0,0.7309392328887147,0.7845432703632167,0.7473464675431083,0.9871359800645636,0.7199372659475722,0
HSS-KAB-091,e1d38775-86cf-5899-87df-53917fc1e61f,091,Batang Kulur Kanan - Sarangan,Batang Kulur Kanan - Sarangan,109,Batang Kulur Kanan - Sarangan,0.12434017595307918,0.0,0.9082568807339448,0.09174311926605505,0.0,0.9999999153958674,0.0,0.06847631814119749,0.125,0.0,0.0,0.0,0.802743800509563,0.9314410891788759,0.8655667697044183,0.9959659058730249,0.7863884176722252,0
HSS-KAB-113,41b41550-796c-5d08-b376-a47530e33522,113,Batang Kulur Kiri - Durian Landung,Batang Kulur Kiri - Durian Landung,255,Batang Kulur Kiri - Durian Landung,0.02873900293255132,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.056411974977658624,0.125,0.0,0.0,0.0,0.8486943890432437,0.9380600179017289,0.9358807244919494,0.9963637650790055,0.8289131432107459,0
HSS-KAB-154,a62be348-ee42-549c-b4cf-9470c6e8477c,154,Batu Laki - Muara Pipii,Batu Laki - Muara Pipii,55,Batu Laki - Muara Pipii,0.2469208211143695,0.045454545454545456,0.04683840749414521,0.09367681498829042,0.8594847775175645,0.9999999504852937,0.0,0.04121983914209115,0.0,0.0,0.0,0.0,0.4224046298751456,0.1081217317567249,0.44316164512805234,0.9352053010137622,0.4721633645936689,0
HSS-KAB-269,53909e89-2eae-5dab-9da5-6391c7175f49,269,Jl. Bayampah - Tanuhi - Tugu Niih,Bayampah - Tanuhi - Tugu Niih,249,Bayampah - Tanuhi - Tugu Niih,0.03225806451612903,0.045454545454545456,0.4459016393442624,0.0,0.5540983606557377,0.554098317750477,0.4459016097752879,0.10277033065236818,0.25,0.0,1.0,0.0,0.2751801339620249,0.753653365996137,0.813898923689993,0.917124086764456,0.3359173788261903,0
HSS-KAB-289,b4e38c4e-8556-5195-b06a-871d9d26fdd9,289,Bayanan - Habirau Tengah,Bayanan - Habirau Tengah,86,Bayanan - Habirau Tengah,0.16422287390029325,0.045454545454545456,0.0,0.3706293706293707,0.06993006993006994,0.999999982698216,0.0,0.499106344950849,0.625,0.0,1.0,0.0,0.9458756528054784,1.0,0.985810584335779,0.9959494817919239,0.38664874265168725,0
HSS-KAB-306,f1da5afc-d6eb-5719-a5fe-8df7a4b4e6f9,306,Bayanan - Pihanin,Bayanan - Pihanin,108,Bayanan - Pihanin,0.12609970674486803,0.045454545454545456,0.3850678733031675,0.3619909502262444,0.2529411764705883,0.9280542325254979,0.0,0.21637622877569257,0.25,0.0,0.0,0.0,0.9846923600142954,0.9516040891317662,0.9755316375553983,0.9967834286685168,0.40928207918573756,0
HSS-KAB-039,c83fa071-d285-52ae-900d-d89da41d4567,039,Jl. Bina Bakat,Bina Bakat,324,Bina Bakat,0.010557184750733138,0.0,0.0,0.0,0.0,0.9999999683701768,0.0,0.08936550491510277,0.0,0.0,0.0,0.0,0.976391787044189,0.9495453903048005,0.9738433081325338,0.9973922523645014,0.9834330890119387,0
HSS-KAB-250,d5eac3d3-4e59-50c0-8320-ccf9a67c44d8,250,Binjai (Sirih Hulu) - Ds. Seranggan,Binjai (Sirih Hulu) - Ds. Seranggan,54,Binjai (Sirih Hulu) - Ds. Seranggan,0.25102639296187684,0.045454545454545456,0.5069124423963134,0.09216589861751152,0.0,0.999999910859938,0.0,0.06289097408400357,0.125,0.5,0.0,1.0,0.7156385100471518,0.7438639468601309,0.8425136245701588,0.9823259896924732,0.7116090004160932,0
HSS-KAB-082,b78e6543-ae3c-56dc-b8ec-371eae6f7aac,082,Jl. Biti - Sungai Kupang (Karya Bakti TNI),Biti - Sungai Kupang (Karya Bakti TNI),129,Biti - Sungai Kupang (Karya Bakti TNI),0.1032258064516129,0.0,0.2197802197802198,0.3406593406593407,0.0,0.9999999171986089,0.0,0.19101876675603216,0.125,0.0,1.0,0.0,0.7353062565568762,0.5590615725255571,0.8834307847007561,0.9713643314266297,0.7953674956523594,0
HSS-KAB-023,a7bbf3ed-b75d-59c4-ada6-2f53f1f6cc6f,023,Jl. Brigjen Katamso,Brigjen Katamso,291,Brigjen Katamso,0.01700879765395894,0.045454545454545456,0.5714285714285715,0.0,0.0,0.999999963048333,0.0,0.193923145665773,0.0,0.0,0.0,0.0,0.9380984770754315,0.9107551703019738,1.0,0.9961734722772838,0.9834544271250093,0
HSS-KAB-265,6deaa537-b62c-5bfd-8e34-6ee4b7dad915,265,Jl. Bubuih - Ds. Halunuk,Bubuih - Ds. Halunuk,225,Bubuih - Ds. Halunuk,0.03988269794721407,0.045454545454545456,0.0,0.4594594594594595,0.5405405405405407,0.9999999331309452,0.0,0.018431635388739945,0.0,0.0,0.0,1.0,0.6061355068537371,0.4878974890469685,0.9515846709619753,0.9577700062298239,0.6421961185972324,0
HSS-KAB-278,b54b7641-95a5-535b-9fc6-2d5d3335265d,278,Jl. Bubuih (Ds. Halunuk) - Kandihin,Bubuih (Ds. Halunuk) - Kandihin,83,Bubuih (Ds. Halunuk) - Kandihin,0.1683284457478006,0.0,0.136518771331058,0.522184300341297,0.34129692832764497,0.0,0.9999999343542063,0.018431635388739945,0.0,0.0,0.0,0.0,0.56454733055879,0.402925519385688,0.827293831390513,0.9526624001812313,0.6037085640516808,0
HSS-KAB-028,cb7c3654-8bdc-518a-bf51-dc70154388ea,028,Budi Bakti - Tiga Desember,Budi Bakti - Tiga Desember,220,Budi Bakti - Tiga Desember,0.0439882697947214,0.18181818181818182,1.0,0.0,0.0,0.9999999430749958,0.0,0.3812555853440572,0.25,0.0,0.0,1.0,0.9512963880979006,0.9226786639657041,0.928953608183432,0.9957773121141756,0.9787237674572438,1
HSS-KAB-229,ef5642ee-4a37-5549-8c7b-2116a4ec35c8,229,Jl. Buluh - Ds. Tebing Tinggi,Buluh - Ds. Tebing Tinggi,165,Buluh - Ds. Tebing Tinggi,0.07155425219941348,0.045454545454545456,0.0,0.0,0.53125,0.31249999011568,0.0,0.029714030384271672,0.0,0.0,0.0,1.0,0.7852249801132106,0.8714985631507043,0.8824997206807941,0.9931004700685281,0.7764149836229982,0
HSS-KAB-092,01344cd6-0a3c-557b-9cc8-65cc3afe3d8d,092,Bumi Berkat - Mungkur Galah,Bumi Berkat - Mungkur Galah,152,Bumi Berkat - Mungkur Galah,0.08504398826979472,0.0,0.794701986754967,0.1324503311258278,0.0728476821192053,0.9999999523341586,0.0,0.013516532618409294,0.0,0.0,0.0,0.0,0.7326869646418648,0.7883026334385452,0.9532978287587055,0.9873619527666081,0.7215568287296354,0
HSS-KAB-271,47cd9af0-ef53-59a4-8069-9a61c5b471bb,271,Jl. Buntu Muara Hatib - Bts. Kab. HST,Buntu Muara Hatib - Bts. Kab. HST,181,Buntu Muara Hatib - Bts. Kab. HST,0.06451612903225805,0.045454545454545456,0.0,0.0,0.0,0.9999999747930903,0.0,0.03753351206434316,0.0,0.0,1.0,0.0,0.3289609296641727,0.6173552550996373,0.753888744056708,0.9237291159313586,0.3856863937522005,0
HSS-KAB-331,c0135875-b0f4-5bbe-ad24-6bd4625b5932,331,Jl. Cangkingan Herman,Cangkingan Herman,299,Cangkingan Herman,0.015249266862170088,0.0,0.375,0.0,0.0,0.9999999683701756,0.0,0.05529490616621984,0.0,0.0,0.0,0.0,0.9438235667100909,0.962533565741744,1.0,0.9964351248796511,0.3847517843997055,0
HSS-KAB-015,c1c48a62-b31e-5755-9182-7b8437be6e42,015,Jl. Dahlia,Dahlia,341,Dahlia,0.007038123167155424,0.0,1.0,0.0,0.0,0.9999999062820089,0.0,0.11215370866845398,0.0,0.0,0.0,0.0,0.9210131310452958,0.990700522918924,1.0,0.9949912216118253,0.9712660969390476,1
